﻿cnpj_analisado,vendedor_responsavel,codigo_cliente,status_receita,classificacao,prioridade_geral,score_oportunidade,score_higiene,dias_inativos,score_recencia,score_porte,porte_detectado,score_afinidade,flags_qualidade,cadastro_valido,num_divergencias,divergencias_resumo,acao_recomendada,acao_administrativa,data_consulta,web_operacao_ativa,web_link_principal,web_resumo_atuacao,razao_social,nome_fantasia,natureza_juridica,porte,capital_social,data_inicio_atividade,situacao_cadastral,data_situacao_cadastral,motivo_situacao_cadastral,situacao_especial,data_situacao_especial,cep,logradouro,numero,complemento,bairro,municipio,uf,ddd_telefone_1,ddd_telefone_2,ddd_fax,email,cnae_fiscal,cnae_fiscal_descricao,cnaes_secundarios,opcao_pelo_simples,data_opcao_pelo_simples,data_exclusao_do_simples,opcao_pelo_mei,data_opcao_pelo_mei,data_exclusao_do_mei,ente_federativo_responsavel,qsa_socios
04.412.966/xxxx-xx,Sem Vendedor,2326,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,85,-1,N/D,85,ME,100,SEM_DATA_ULTIMA_COMPRA,NÃO,0,,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:58:20.224Z,NÃO,,Segmento: Comércio varejista de artigos de papelaria · Local: VOLTA REDONDA/RJ · Tel RF: (02) ****-1279 · Sem e-mail na RF,LIVRARIA ***********************,,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 0,00",2001-04-29,BAIXADA,2015-02-09,73,,,27215***,SAVIO *****,***,,RETIRO *****,VOLTA REDONDA,RJ,(02) ****-1279,,(02) ****-1279,,4761003,Comércio varejista de artigos de papelaria,,,,,,,,,A**** L*** B****** S****** (Sócio-Administrador); M***** B****** C*** (Sócio-Administrador)
62.981.345/xxxx-xx,Sem Vendedor,2327,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,55,-1,N/D,65,DEMAIS,20,SEM_DATA_ULTIMA_COMPRA,NÃO,1,municipio,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:58:20.231Z,NÃO,,Segmento: Fabricação de artefatos de material plástico para uso pessoal e doméstico · Local: SAO CAETANO DO SUL/SP · Sem telefone na RF · Sem e-mail na RF,FACMOLDE *************************,FACMOLDE *****,Sociedade Empresária Limitada,DEMAIS,"R$ 0,00",1990-05-18,BAIXADA,2001-06-29,1,,,09521***,PARAIBA *****,***,,CENTRO *****,SAO CAETANO DO SUL,SP,,,,,2229301,Fabricação de artefatos de material plástico para uso pessoal e doméstico,,,,,,,,,C***** T********** (Sócio-Administrador); F******** DE P**** M******** F**** (Sócio-Administrador)
72.414.360/xxxx-xx,Sem Vendedor,2329,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,13,65,-1,N/D,85,ME,50,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,"Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de portfólio completo (papelaria, escritório, educacional) após regularização. Não faturar até normalização.",SUSPENDER FATURAMENTO até regularização,2026-06-18T23:58:20.245Z,NÃO,,"Segmento: Lojas de departamentos ou magazines, exceto lojas francas (Duty free) · Local: SAO GONCALO/RJ · Sem telefone na RF · Sem e-mail na RF",ESSIEME **********,,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 0,00",1993-03-29,INAPTA,2021-03-16,63,,,24751***,CLODOMIRO *************,***,***,ARSENAL *****,SAO GONCALO,RJ,,,,,4713004,"Lojas de departamentos ou magazines, exceto lojas francas (Duty free)",,SIM,2007-07-01,,NÃO,,,,M**** E******* DE A******** P******* (Sócio); S******** F******* P******* (Sócio-Administrador)
34.001.420/xxxx-xx,Sem Vendedor,2333,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,20,85,-1,N/D,85,ME,100,SEM_DATA_ULTIMA_COMPRA,NÃO,0,,"Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de reposição de papelaria (cadernos, lápis, canetas) após regularização. Não faturar até normalização.",SUSPENDER FATURAMENTO até regularização,2026-06-18T23:58:20.454Z,NÃO,,Segmento: Comércio varejista de artigos de papelaria · Local: RIO DE JANEIRO/RJ · Tel RF: (02) ****-5995 · Sem e-mail na RF,PAPELARIA *********,,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 0,00",1969-12-12,INAPTA,2021-03-16,63,,,20261***,AGUIAR *****,***,***,TIJUCA *****,RIO DE JANEIRO,RJ,(02) ****-5995,,,,4761003,Comércio varejista de artigos de papelaria,,SIM,2007-07-01,,NÃO,,,,A****** O****** M******* DA S**** (Sócio-Administrador); V*** S******* DA S**** (Sócio)
09.209.161/xxxx-xx,Sem Vendedor,2336,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,40,-1,N/D,85,ME,100,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:58:20.293Z,NÃO,,Segmento: Comércio varejista de artigos de papelaria · Local: MAUA/SP · Capital: R$ 10.000 · Sem telefone na RF · Sem e-mail na RF,JOSE *********************,,Empresário (Individual),MICRO EMPRESA,"R$ 10.000,00",2007-10-29,BAIXADA,2008-07-01,54,,,09330***,,***,,JARDIM ********,MAUA,SP,,,,,4761003,Comércio varejista de artigos de papelaria,,NÃO,2008-01-01,2008-07-01,NÃO,,,,
01.843.129/xxxx-xx,Sem Vendedor,2338,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,13,40,-1,N/D,95,EPP,40,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,"Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de portfólio completo (papelaria, escritório, educacional) após regularização. Não faturar até normalização.",SUSPENDER FATURAMENTO até regularização,2026-06-18T23:58:20.345Z,NÃO,,"Segmento: Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns · Local: GUARULHOS/SP · Sem telefone na RF · Sem e-mail na RF",MARIA *******************************,,Empresário (Individual),EMPRESA DE PEQUENO PORTE,"R$ 0,00",1996-11-28,INAPTA,2018-12-14,63,,,07262***,,***,,JARDIM *********,GUARULHOS,SP,,,,,4712100,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","5611203 - Lanchonetes, casas de chá, de sucos e similares",,,,,,,,
59.105.361/xxxx-xx,Sem Vendedor,2340,ATIVA,🟡 POTENCIAL MODERADO,MEDIA,37,75,-1,N/D,85,ME,20,SEM_DATA_ULTIMA_COMPRA,NÃO,1,municipio,"Cadência de e-mail 30/60/90 dias. Tema: portfólio completo (papelaria, escritório, educacional).",,2026-06-18T23:58:20.358Z,SIM,,"Segmento: Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios · Local: BOITUVA/SP · Capital: R$ 200.000 · Tel RF: (15) ****-5113 · Sem e-mail na RF",FAREX **************************,FAREX *****,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 200.000,00",1966-07-22,ATIVA,2023-12-04,0,,,18552***,PEDRO *******,***,,CENTRO **************************,BOITUVA,SP,(15) ****-5113,,(15) ****-4420,,2869100,"Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios","2543800 - Fabricação de ferramentas; 2866600 - Fabricação de máquinas e equipamentos para a indústria do plástico, peças e acessórios; 3321000 - Instalação de máquinas e equipamentos industriais",,,,,,,,I**** C**** C******** (Sócio-Administrador)
82.191.867/xxxx-xx,Sem Vendedor,2345,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,85,-1,N/D,85,ME,42,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:58:20.366Z,NÃO,,Segmento: Comércio varejista de artigos do vestuário e acessórios · Local: CAMPO MAGRO/PR · Tel RF: (04) ****-6860 · Sem e-mail na RF,PEREIRA ***************,,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 0,00",1990-06-13,BAIXADA,2011-09-27,1,,,83535***,ESPIRITO *****,***,,JARDIM *******,CAMPO MAGRO,PR,(04) ****-6860,,(04) ****-6860,,4781400,Comércio varejista de artigos do vestuário e acessórios,4755502 - Comercio varejista de artigos de armarinho,NÃO,2007-07-01,2011-09-27,NÃO,,,,M****** P****** T******* (Sócio-Administrador); V***** M******** T******* (Sócio-Administrador)
05.992.308/xxxx-xx,Sem Vendedor,2347,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,20,65,-1,N/D,85,ME,100,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,"Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de reposição de papelaria (cadernos, lápis, canetas) após regularização. Não faturar até normalização.",SUSPENDER FATURAMENTO até regularização,2026-06-18T23:58:20.373Z,NÃO,,Segmento: Comércio varejista de artigos de papelaria · Local: MOGI DAS CRUZES/SP · Capital: R$ 20.000 · Sem telefone na RF · Sem e-mail na RF,LLPP *************************************************,LAPIS *******,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 20.000,00",2003-11-12,INAPTA,2019-02-27,63,,,08780***,CAP ************,***,,PQ ************,MOGI DAS CRUZES,SP,,,,,4761003,Comércio varejista de artigos de papelaria,"4772500 - Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal; 4712100 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",NÃO,2009-01-01,2016-12-31,NÃO,,,,J*** B****** DE O******* S******* (Sócio-Administrador)
05.929.798/xxxx-xx,Sem Vendedor,2352,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,85,-1,N/D,95,EPP,60,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:58:20.392Z,NÃO,,Segmento: Comércio varejista especializado de equipamentos e suprimentos de informática · Local: ARUJA/SP · Capital: R$ 300.000 · Tel RF: (11) ****-2100 · Sem e-mail na RF,HL *************************,HL ******,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,"R$ 300.000,00",2003-08-21,BAIXADA,2017-08-04,1,,,07403***,FRANCISCO *************************************,***,,CENTRO *****,ARUJA,SP,(11) ****-2100,(11) ****-4860,(11) ****-4859,,4751201,Comércio varejista especializado de equipamentos e suprimentos de informática,4759899 - Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente; 4744099 - Comércio varejista de materiais de construção em geral; 4741500 - Comércio varejista de tintas e materiais para pintura; 4744001 - Comércio varejista de ferragens e ferramentas; 4761003 - Comércio varejista de artigos de papelaria; 4763601 - Comércio varejista de brinquedos e artigos recreativos; 4753900 - Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo; 4752100 - Comércio varejista especializado de equipamentos de telefonia e comunicação; 4789007 - Comércio varejista de equipamentos para escritório,NÃO,2014-01-01,2016-12-31,NÃO,,,,A** P**** DE O******* C****** (Sócio-Administrador); H******* R******** L*** (Sócio-Administrador)
09.235.013/xxxx-xx,Sem Vendedor,2354,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,16,40,-1,N/D,85,ME,70,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de linha de armarinho e correlatos da casa após regularização. Não faturar até normalização.,SUSPENDER FATURAMENTO até regularização,2026-06-18T23:58:20.411Z,NÃO,,Segmento: Comercio varejista de artigos de armarinho · Local: CARAPICUIBA/SP · Capital: R$ 30.000 · Sem telefone na RF · Sem e-mail na RF,ERICA ********************,PONTO *****,Empresário (Individual),MICRO EMPRESA,"R$ 30.000,00",2007-11-23,INAPTA,2018-12-18,63,,,06330***,,***,,VILA ***************,CARAPICUIBA,SP,,,,,4755502,Comercio varejista de artigos de armarinho,4761003 - Comércio varejista de artigos de papelaria,NÃO,2008-01-01,2014-12-31,NÃO,,,,
51.144.798/xxxx-xx,Sem Vendedor,2396,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,65,-1,N/D,65,DEMAIS,20,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:59:24.995Z,NÃO,,Segmento: Fabricação de outros produtos de metal não especificados anteriormente · Local: DIADEMA/SP · Sem telefone na RF · Sem e-mail na RF,FINARDI ***************************,FINARDI *****,Sociedade Empresária Limitada,DEMAIS,"R$ 0,00",1979-12-18,BAIXADA,2002-07-02,1,,,09961***,ESPIRITO *****,***,,JARDIM *****,DIADEMA,SP,,,,,2599399,Fabricação de outros produtos de metal não especificados anteriormente,"2599301 - Serviços de confecção de armações metálicas para a construção; 3292202 - Fabricação de equipamentos e acessórios para segurança pessoal e profissional; 3299003 - Fabricação de letras, letreiros e placas de qualquer material, exceto luminosos; 3319800 - Manutenção e reparação de equipamentos e produtos não especificados anteriormente",,,,,,,,A********* F****** (Sócio); O**** P********* F****** (Sócio-Administrador); P****** J*** F****** (Sócio-Administrador); P**** C**** F****** (Sócio)
05.634.244/xxxx-xx,Sem Vendedor,2409,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,40,-1,N/D,85,ME,100,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:59:25.125Z,NÃO,,Segmento: Comércio varejista de artigos de papelaria · Local: SAO PAULO/SP · Sem telefone na RF · Sem e-mail na RF,ANTONIO ****************************,,Empresário (Individual),MICRO EMPRESA,"R$ 0,00",2003-05-05,BAIXADA,2015-02-09,73,,,04117***,,***,,VILA *******,SAO PAULO,SP,,,,,4761003,Comércio varejista de artigos de papelaria,,,,,,,,,
52.620.598/xxxx-xx,Sem Vendedor,2410,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,85,-1,N/D,85,ME,100,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:59:27.209Z,NÃO,,Segmento: Comércio varejista de artigos de papelaria · Local: SAO PAULO/SP · Tel RF: (11) ****-5432 · Sem e-mail na RF,BAZAR ************,,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 0,00",1983-06-09,BAIXADA,2015-09-02,1,,,03201***,DAS **********,***,***,VILA *****,SAO PAULO,SP,(11) ****-5432,,,,4761003,Comércio varejista de artigos de papelaria,4744005 - Comércio varejista de materiais de construção não especificados anteriormente,NÃO,2007-07-01,2015-09-02,NÃO,,,,L*** C***** J*** (Sócio-Administrador); M**** H***** J*** G************ (Sócio-Administrador)
01.442.022/xxxx-xx,Sem Vendedor,2414,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,30,-1,N/D,85,ME,100,SEM_DATA_ULTIMA_COMPRA,NÃO,1,municipio,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:59:27.132Z,NÃO,,Segmento: Comércio varejista de artigos de papelaria · Local: SAO MIGUEL DO OESTE/SC · Sem telefone na RF · Sem e-mail na RF,EMILIA *********,,Empresário (Individual),MICRO EMPRESA,"R$ 0,00",1996-08-30,BAIXADA,2010-04-15,54,,,89900***,,***,,CENTRO *****,SAO MIGUEL DO OESTE,SC,,,,,4761003,Comércio varejista de artigos de papelaria,,,,,,,,,
52.636.172/xxxx-xx,Sem Vendedor,2415,ATIVA,🟡 POTENCIAL MODERADO,MEDIA,40,85,-1,N/D,95,EPP,20,DATA_ULTIMA_COMPRA_ILEGIVEL,SIM,0,,"Cadência de e-mail 30/60/90 dias. Tema: portfólio completo (papelaria, escritório, educacional).",,2026-06-18T23:59:27.202Z,SIM,,Segmento: Atividade médica ambulatorial com recursos para realização de procedimentos cirúrgicos · Local: SAO PAULO/SP · Capital: R$ 10.000 · Tel RF: (13) ****-2222 · Sem e-mail na RF,SERCIN *******************************************,,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,"R$ 10.000,00",1983-06-28,ATIVA,2005-11-03,0,,,05615***,ANTONIO *******,***,***,VILA **********,SAO PAULO,SP,(13) ****-2222,,,,8630501,Atividade médica ambulatorial com recursos para realização de procedimentos cirúrgicos,8630502 - Atividade médica ambulatorial com recursos para realização de exames complementares,,,,,,,,J*** O***** DE O******* L*** (Sócio); O***** DE A****** L*** N*** (Sócio-Administrador)
62.599.600/xxxx-xx,Sem Vendedor,2416,ATIVA,🟡 POTENCIAL MODERADO,MEDIA,46,85,-1,N/D,85,ME,36,DATA_ULTIMA_COMPRA_ILEGIVEL,SIM,0,,"Cadência de e-mail 30/60/90 dias. Tema: portfólio completo (papelaria, escritório, educacional).",,2026-06-18T23:59:27.197Z,SIM,,Segmento: Fotocópias · Local: SAO PAULO/SP · Capital: R$ 99.800 · Tel RF: (11) ****-3003 · Sem e-mail na RF,NOVA **********************,,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 99.800,00",1990-04-04,ATIVA,2005-11-03,0,,,02341***,FRANCISCO ****************,***,,TUCURUVI *****,SAO PAULO,SP,(11) ****-3003,,,,8219901,Fotocópias,"1813001 - Impressão de material para uso publicitário; 1821100 - Serviços de pré-impressão; 7311400 - Agências de publicidade; 7410299 - atividades de design não especificadas anteriormente; 7420001 - Atividades de produção de fotografias, exceto aérea e submarina; 4689399 - Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente",NÃO,2007-07-01,2023-12-31,NÃO,,,,L****** M***** G******** M****** (Sócio-Administrador)
50.456.664/xxxx-xx,Sem Vendedor,2417,ATIVA,⚪ BAIXA PRIORIDADE,BAIXA,31,85,-1,N/D,65,DEMAIS,20,DATA_ULTIMA_COMPRA_ILEGIVEL,SIM,0,,Nutrição de longo prazo. Reavaliar no próximo ciclo.,,2026-06-18T23:59:27.154Z,SIM,,Segmento: Laboratórios clínicos · Local: JACAREI/SP · Capital: R$ 30.000 · Tel RF: (12) ****-2778 · Sem e-mail na RF,UM ******************************************,,Sociedade Empresária Limitada,DEMAIS,"R$ 30.000,00",1981-08-28,ATIVA,2003-10-04,0,,,12327***,LUIZ *****,***,,CENTRO *****,JACAREI,SP,(12) ****-2778,,,,8640202,Laboratórios clínicos,8640201 - Laboratórios de anatomia patológica e citológica,NÃO,2015-01-01,2015-12-31,NÃO,,,,G******* F***** P******** (Sócio-Administrador); J*** P******** N*** (Sócio-Administrador); L**** F***** P******** (Sócio-Administrador); V***** F***** P******** (Sócio-Administrador)
06.064.031/xxxx-xx,Sem Vendedor,2419,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,50,-1,N/D,85,ME,100,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:59:27.191Z,NÃO,,Segmento: Comércio varejista de artigos de papelaria · Local: PAULINIA/SP · Capital: R$ 79.200 · Sem telefone na RF · Sem e-mail na RF,PAPELARIA ****************,,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),MICRO EMPRESA,"R$ 79.200,00",2003-12-22,BAIXADA,2018-09-24,1,,,13140***,,***,,JARDIM ************,PAULINIA,SP,,,,,4761003,Comércio varejista de artigos de papelaria,4781400 - Comércio varejista de artigos do vestuário e acessórios; 4751201 - Comércio varejista especializado de equipamentos e suprimentos de informática; 4752100 - Comércio varejista especializado de equipamentos de telefonia e comunicação,NÃO,2007-07-01,2015-12-31,NÃO,,,,R***** B**** DOS S***** (Titular Pessoa Física Residente ou Domiciliado no Brasil)
36.951.481/xxxx-xx,Sem Vendedor,2422,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,40,-1,N/D,65,DEMAIS,20,SEM_DATA_ULTIMA_COMPRA,NÃO,0,,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:59:27.194Z,NÃO,,Segmento: Comércio varejista de materiais de construção em geral · Local: JAURU/MT · Sem telefone na RF · Sem e-mail na RF,VALDIR ********************************,CONSTRULIMA *****,Empresário (Individual),DEMAIS,"R$ 0,00",1991-05-10,BAIXADA,2010-03-12,1,,,78255***,,***,,CENTRO *****,JAURU,MT,,,,,4744099,Comércio varejista de materiais de construção em geral,,,,,,,,,
05.500.274/xxxx-xx,Sem Vendedor,2423,ATIVA,🟡 POTENCIAL MODERADO,MEDIA,37,85,-1,N/D,85,ME,20,DATA_ULTIMA_COMPRA_ILEGIVEL,SIM,0,,"Cadência de e-mail 30/60/90 dias. Tema: portfólio completo (papelaria, escritório, educacional).",,2026-06-18T23:59:27.250Z,SIM,,Segmento: Comércio varejista de materiais de construção não especificados anteriormente · Local: CONGONHAL/MG · Capital: R$ 15.000 · Tel RF: (03) ****-1369 · Sem e-mail na RF,CASA *************************,,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 15.000,00",2002-12-30,ATIVA,2005-11-03,0,,,37557***,SILVIANO *******,***,,CENTRO *****,CONGONHAL,MG,(03) ****-1369,,(03) ****-1369,,4744005,Comércio varejista de materiais de construção não especificados anteriormente,,SIM,2007-07-01,,NÃO,,,,L******* B**** S*** DE O******* (Sócio-Administrador); P**** H******* B**** DE O******* (Sócio)
67.305.532/xxxx-xx,Sem Vendedor,2424,ATIVA,🟡 POTENCIAL MODERADO,MEDIA,37,85,-1,N/D,85,ME,20,SEM_DATA_ULTIMA_COMPRA,SIM,0,,"Cadência de e-mail 30/60/90 dias. Tema: portfólio completo (papelaria, escritório, educacional).",,2026-06-18T23:59:27.189Z,SIM,,"Segmento: Lanchonetes, casas de chá, de sucos e similares · Local: SAO PAULO/SP · Capital: R$ 1.000 · Tel RF: (11) ****-5959 · Sem e-mail na RF",CARVALHO *********************,,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 1.000,00",1991-11-29,ATIVA,2005-11-03,0,,,08020***,PIRES ******,***,,SAO ***************,SAO PAULO,SP,(11) ****-5959,,,,5611203,"Lanchonetes, casas de chá, de sucos e similares",,NÃO,2020-01-01,2022-12-31,NÃO,,,,C***** F******* DA S**** (Sócio-Administrador); G****** F******* D***** (Sócio)
01.247.555/xxxx-xx,Sem Vendedor,2425,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,65,-1,N/D,85,ME,20,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:59:27.169Z,NÃO,,"Segmento: Lanchonetes, casas de chá, de sucos e similares · Local: SAO PAULO/SP · Sem telefone na RF · Sem e-mail na RF",MERCEARIA ************,,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 0,00",1996-06-05,BAIXADA,2021-08-11,1,,,03018***,JOAO ******,***,,PARI *****,SAO PAULO,SP,,,,,5611203,"Lanchonetes, casas de chá, de sucos e similares",,NÃO,2020-01-01,2021-08-11,NÃO,,,,J*** OK AHN SUH (Sócio-Administrador); M*** HO OH (Sócio-Administrador)
09.101.754/xxxx-xx,Sem Vendedor,2427,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,40,-1,N/D,85,ME,50,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:59:26.079Z,NÃO,,"Segmento: Comércio varejista de suvenires, bijuterias e artesanatos · Local: SAO PAULO/SP · Capital: R$ 5.000 · Sem telefone na RF · Sem e-mail na RF",LI *******,,Empresário (Individual),MICRO EMPRESA,"R$ 5.000,00",2007-07-03,BAIXADA,2014-03-28,1,,,01225***,,***,,VILA *******,SAO PAULO,SP,,,,,4789001,"Comércio varejista de suvenires, bijuterias e artesanatos",,NÃO,2007-10-16,2014-03-28,NÃO,,,,
05.414.497/xxxx-xx,Sem Vendedor,2431,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,65,-1,N/D,85,ME,100,SEM_DATA_ULTIMA_COMPRA,NÃO,0,,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:59:26.132Z,NÃO,,Segmento: Comércio varejista de artigos de papelaria · Local: SAO PAULO/SP · Sem telefone na RF · Sem e-mail na RF,Y.ETIM **************************************,Y.ETIM *****,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 0,00",2002-11-21,BAIXADA,2012-06-13,1,,,04046***,JABAQUARA *****,***,***,MIRANDOPOLIS *****,SAO PAULO,SP,,,,,4761003,Comércio varejista de artigos de papelaria,,NÃO,2007-07-01,2012-06-13,NÃO,,,,E**** T**** U**** M******* Y**** (Sócio-Administrador); F****** Y*** U**** M******* (Sócio)
04.683.312/xxxx-xx,Sem Vendedor,2432,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,16,40,-1,N/D,85,ME,70,SEM_DATA_ULTIMA_COMPRA,NÃO,0,,Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de linha de armarinho e correlatos da casa após regularização. Não faturar até normalização.,SUSPENDER FATURAMENTO até regularização,2026-06-18T23:59:26.117Z,NÃO,,Segmento: Comercio varejista de artigos de armarinho · Local: ITAPEMA/SC · Sem telefone na RF · Sem e-mail na RF,MARIA *********************,CA *****,Empresário (Individual),MICRO EMPRESA,"R$ 0,00",2001-09-18,INAPTA,2024-08-07,63,,,88220***,,***,,CENTRO *****,ITAPEMA,SC,,,,,4755502,Comercio varejista de artigos de armarinho,,,,,,,,,
