﻿cnpj_analisado,vendedor_responsavel,codigo_cliente,status_receita,classificacao,prioridade_geral,score_oportunidade,score_higiene,dias_inativos,score_recencia,score_porte,porte_detectado,score_afinidade,flags_qualidade,cadastro_valido,num_divergencias,divergencias_resumo,acao_recomendada,acao_administrativa,data_consulta,web_operacao_ativa,web_link_principal,web_resumo_atuacao,razao_social,nome_fantasia,natureza_juridica,porte,capital_social,data_inicio_atividade,situacao_cadastral,data_situacao_cadastral,motivo_situacao_cadastral,situacao_especial,data_situacao_especial,cep,logradouro,numero,complemento,bairro,municipio,uf,ddd_telefone_1,ddd_telefone_2,ddd_fax,email,cnae_fiscal,cnae_fiscal_descricao,cnaes_secundarios,opcao_pelo_simples,data_opcao_pelo_simples,data_exclusao_do_simples,opcao_pelo_mei,data_opcao_pelo_mei,data_exclusao_do_mei,ente_federativo_responsavel,qsa_socios
46.543.781/xxxx-xx,Sem Vendedor,4866,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,75,-1,N/D,65,DEMAIS,20,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,1,razao_social,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.218Z,NÃO,,"Segmento: Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências · Local: SAO PAULO/SP · Tel RF: (01) ****-2000 · Sem e-mail na RF",INSTITUTO *****,HOSPITAL ************,Associação Privada,DEMAIS,"R$ 0,00",2004-02-03,BAIXADA,2019-05-20,1,,,01506***,GALVAO *****,***,,LIBERDADE *****,SAO PAULO,SP,(01) ****-2000,,(01) ****-4160,,8610101,"Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências",8610102 - Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências,,,,,,,,E*** T******* (Diretor); R*** S****** (Diretor)
02.020.236/xxxx-xx,Sem Vendedor,4867,ATIVA,🔵 POTENCIAL ALTO,MEDIA,62,85,-1,N/D,95,EPP,60,DATA_ULTIMA_COMPRA_ILEGIVEL,SIM,0,,"SDR: WhatsApp + catálogo digital. Destaque: portfólio completo (papelaria, escritório, educacional). Sem histórico de compra registrado.",,2026-06-18T23:47:36.218Z,SIM,,Segmento: Comércio varejista de outros produtos não especificados anteriormente · Local: SANTANA/AP · Capital: R$ 1.300.000 · Tel RF: (96) ****-0078 · Sem e-mail na RF,IMPORTADORA *******,IMPORTADORA *****,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,"R$ 1.300.000,00",1997-07-18,ATIVA,2005-11-03,0,,,68925***,PEDRO **************,***,,CENTRAL *****,SANTANA,AP,(96) ****-0078,,,,4789099,Comércio varejista de outros produtos não especificados anteriormente,"4755503 - Comercio varejista de artigos de cama, mesa e banho; 4759899 - Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente; 4761003 - Comércio varejista de artigos de papelaria; 4763601 - Comércio varejista de brinquedos e artigos recreativos",SIM,2021-01-01,,NÃO,,,,M*** R***** DE S**** T*** (Sócio-Administrador); M******* R******* DE S**** DA C**** (Sócio)
07.035.449/xxxx-xx,Sem Vendedor,4868,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,16,30,-1,N/D,85,ME,70,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,1,razao_social,Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de linha de armarinho e correlatos da casa após regularização. Não faturar até normalização.,SUSPENDER FATURAMENTO até regularização,2026-06-18T23:47:36.218Z,NÃO,,Segmento: Comercio varejista de artigos de armarinho · Local: SAO PAULO/SP · Sem telefone na RF · Sem e-mail na RF,MARIA *****************************,,Empresário (Individual),MICRO EMPRESA,"R$ 0,00",2004-09-16,INAPTA,2019-02-27,63,,,05789***,,***,,JD. ******,SAO PAULO,SP,,,,,4755502,Comercio varejista de artigos de armarinho,,NÃO,2007-07-01,2016-12-31,NÃO,,,,
46.543.781/xxxx-xx,Sem Vendedor,4869,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,55,-1,N/D,65,DEMAIS,20,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,1,razao_social,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.218Z,NÃO,,"Segmento: Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências · Local: TAUBATE/SP · Sem telefone na RF · Sem e-mail na RF",INSTITUTO *****,HOSPITAL ***************************,Associação Privada,DEMAIS,"R$ 0,00",2004-05-10,BAIXADA,2010-11-18,1,,,12030***,TIRADENTES *****,***,,CENTRO *****,TAUBATE,SP,,,,,8610101,"Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências",,,,,,,,,E*** T******* (Diretor); R*** S****** (Diretor)
61.520.243/xxxx-xx,Sem Vendedor,4870,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,55,-1,N/D,85,ME,70,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,1,razao_social,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.218Z,NÃO,,Segmento: Comercio varejista de artigos de armarinho · Local: SAO PAULO/SP · Capital: R$ 40.000 · Sem telefone na RF · Sem e-mail na RF,LOJA *****************************,,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 40.000,00",1968-01-02,BAIXADA,2014-01-23,1,,,02728***,MANUEL *******,***,,VL *********,SAO PAULO,SP,,,,,4755502,Comercio varejista de artigos de armarinho,,NÃO,2009-01-01,2014-01-23,NÃO,,,,C******* G***** V****** (Sócio-Administrador); W***** V****** (Sócio-Administrador)
46.543.781/xxxx-xx,Sem Vendedor,4871,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,75,-1,N/D,65,DEMAIS,20,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,1,razao_social,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.218Z,NÃO,,"Segmento: Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências · Local: SAO PAULO/SP · Tel RF: (01) ****-2700 · Sem e-mail na RF",INSTITUTO *****,HOSPITAL ******,Associação Privada,DEMAIS,"R$ 0,00",1994-11-11,BAIXADA,2013-12-05,1,,,01510***,DA ******,***,,LIBERDADE *****,SAO PAULO,SP,(01) ****-2700,,(01) ****-7327,,8610101,"Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências",8610102 - Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências,,,,,,,,E*** T******* (Diretor); R*** S****** (Diretor)
48.775.266/xxxx-xx,Sem Vendedor,4872,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,65,-1,N/D,65,DEMAIS,20,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.218Z,NÃO,,"Segmento: Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios · Local: CAMPINAS/SP · Capital: R$ 23.297.000 · Sem telefone na RF · Sem e-mail na RF",BANDAG **************,,Sociedade Empresária Limitada,DEMAIS,"R$ 23.297.000,00",1991-10-04,BAIXADA,2010-12-30,1,,,13054***,CELSO ***********,***,,DISTRITO **********,CAMPINAS,SP,,,,,2869100,"Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios","2543800 - Fabricação de ferramentas; 2866600 - Fabricação de máquinas e equipamentos para a indústria do plástico, peças e acessórios; 3321000 - Instalação de máquinas e equipamentos industriais",,,,,,,,B***** B***** H******** LLC (Sócio Pessoa Jurídica Domiciliado no Exterior); B********** DO B***** I******** E C******* L**** (Sócio); C***** L******* R******** B********* (Administrador); L******* DE O******* J***** (Administrador)
16.928.483/xxxx-xx,Sem Vendedor,4873,ATIVA,⚪ BAIXA PRIORIDADE,BAIXA,31,45,-1,N/D,65,DEMAIS,20,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,1,razao_social,Nutrição de longo prazo. Reavaliar no próximo ciclo. [Higienizar cadastro antes do contato],,2026-06-18T23:47:36.218Z,SIM,,Segmento: Administração pública em geral · Local: SAO JOAO DA PONTE/MG · Sem telefone na RF · Sem e-mail na RF,MUNICIPIO ********************,SAO ******************************************,Município,DEMAIS,"R$ 0,00",1971-12-20,ATIVA,2005-10-07,0,,,39430***,OLIMPIO ******,***,,CENTRO *****,SAO JOAO DA PONTE,MG,,,,,8411600,Administração pública em geral,,,,,,,,SAO JOAO DA PONTE - MG,
60.437.647/xxxx-xx,Sem Vendedor,4874,ATIVA,🟡 POTENCIAL MODERADO,MEDIA,53,75,-1,N/D,65,DEMAIS,60,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,1,razao_social,"Cadência de e-mail 30/60/90 dias. Tema: portfólio completo (papelaria, escritório, educacional).",,2026-06-18T23:47:36.218Z,SIM,,"Segmento: Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados · Local: GUARULHOS/SP · Capital: R$ 28.651.104 · Tel RF: (11) ****-7800 · Sem e-mail na RF",SILVA ************************************,,Sociedade Empresária Limitada,DEMAIS,"R$ 28.651.104,00",1989-05-03,ATIVA,2003-10-04,0,,,07143***,SANTO *******************,***,,JARDIM ********,GUARULHOS,SP,(11) ****-7800,(11) ****-7803,(11) ****-7803,,4711302,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados","4634601 - Comércio atacadista de carnes bovinas e suínas e derivados; 4634603 - Comércio atacadista de pescados e frutos do mar; 4639702 - Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada; 4641903 - Comércio atacadista de artigos de armarinho; 4647801 - Comércio atacadista de artigos de escritório e de papelaria; 4649409 - Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar, com atividade de fracionamento e acondicionamento associada; 4721102 - Padaria e confeitaria com predominância de revenda; 4722901 - Comércio varejista de carnes - açougues; 4724500 - Comércio varejista de hortifrutigranjeiros; 4722902 - Peixaria; 4781400 - Comércio varejista de artigos do vestuário e acessórios; 4771701 - Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas; 4772500 - Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal; 4754701 - Comércio varejista de móveis; 4761003 - Comércio varejista de artigos de papelaria; 4759899 - Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente; 5611201 - Restaurantes e similares; 5620103 - Cantinas - serviços de alimentação privativos; 5620101 - Fornecimento de alimentos preparados preponderantemente para empresas; 5223100 - Estacionamento de veículos; 5250804 - Organização logística do transporte de carga; 6190699 - Outras atividades de telecomunicações não especificadas anteriormente; 6619302 - Correspondentes de instituições financeiras; 8211300 - Serviços combinados de escritório e apoio administrativo; 8291100 - Atividades de cobranças e informações cadastrais; 8299702 - Emissão de vales-alimentação, vales-transporte e similares; 7490104 - Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários; 8599604 - Treinamento em desenvolvimento profissional e gerencial; 5611203 - Lanchonetes, casas de chá, de sucos e similares; 4649499 - Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente; 4634602 - Comércio atacadista de aves abatidas e derivados; 4639701 - Comércio atacadista de produtos alimentícios em geral; 5250805 - Operador de transporte multimodal - OTM; 4618499 - Outros representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente; 8219999 - Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente; 4751201 - Comércio varejista especializado de equipamentos e suprimentos de informática; 1091102 - Fabricação de produtos de padaria e confeitaria com predominância de produção própria",,,,,,,,A****** O******* L**** DA S**** (Administrador); B**** P************ S*** (Sócio); N***** L**** DA S**** (Administrador)
07.881.700/xxxx-xx,Sem Vendedor,4875,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,13,30,-1,N/D,85,ME,50,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,1,razao_social,"Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de portfólio completo (papelaria, escritório, educacional) após regularização. Não faturar até normalização.",SUSPENDER FATURAMENTO até regularização,2026-06-18T23:47:36.218Z,NÃO,,"Segmento: Lojas de variedades, exceto lojas de departamentos ou magazines · Local: SAO MANUEL/SP · Capital: R$ 10.000 · Sem telefone na RF · Sem e-mail na RF",FLAVIA ************,PONTO *****,Empresário (Individual),MICRO EMPRESA,"R$ 10.000,00",2006-03-01,INAPTA,2018-12-26,63,,,18650***,,***,,CENTRO *****,SAO MANUEL,SP,,,,,4713002,"Lojas de variedades, exceto lojas de departamentos ou magazines",,NÃO,2007-07-01,2008-12-31,NÃO,,,,
03.771.140/xxxx-xx,Sem Vendedor,4876,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,75,-1,N/D,65,DEMAIS,40,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,1,razao_social,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.218Z,NÃO,,"Segmento: Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados · Local: GUARULHOS/SP · Capital: R$ 30.620 · Tel RF: (11) ****-1800 · Sem e-mail na RF",MERCADINHO **********************,MERCADINHO *****************,Sociedade Empresária Limitada,DEMAIS,"R$ 30.620,00",2000-04-25,BAIXADA,2013-07-01,2,,,07082***,JOSE ***************,***,,JARDIM ********,GUARULHOS,SP,(11) ****-1800,(11) ****-1800,(11) ****-1800,,4711302,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados",5611201 - Restaurantes e similares,,,,,,,,A****** O******* L**** DA S**** (Administrador); B***** P************ S*** (Sócio); N***** L**** DA S**** (Sócio-Administrador)
04.591.176/xxxx-xx,Sem Vendedor,4878,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,75,-1,N/D,65,DEMAIS,75,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,1,razao_social,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.219Z,NÃO,,Segmento: Serviços combinados de escritório e apoio administrativo · Local: CAMPINAS/SP · Capital: R$ 132.000 · Tel RF: (19) ****-3300 · Sem e-mail na RF,B *******************************,AGROSS *****,Sociedade Empresária Limitada,DEMAIS,"R$ 132.000,00",2001-06-28,BAIXADA,2020-11-10,1,,,13030***,ARNALDO *******,***,***,SAO ********,CAMPINAS,SP,(19) ****-3300,(19) ****-3300,(19) ****-3300,,8211300,Serviços combinados de escritório e apoio administrativo,8299799 - Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente,,,,,,,,H**** E************** - P************ EM O***** E******* L*** (Sócio); R******** M********* (Sócio-Administrador)
07.570.482/xxxx-xx,Sem Vendedor,4879,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,75,-1,N/D,65,DEMAIS,20,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,1,razao_social,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.219Z,NÃO,,Segmento: Incorporação de empreendimentos imobiliários · Local: SAO PAULO/SP · Capital: R$ 1.267.558 · Tel RF: (11) ****-4900 · Sem e-mail na RF,IMIRIM **********************************,,Sociedade Empresária Limitada,DEMAIS,"R$ 1.267.558,00",2005-07-19,BAIXADA,2017-01-17,2,,,04548***,DOUTOR ***************,***,***,VILA *******,SAO PAULO,SP,(11) ****-4900,,,,4110700,Incorporação de empreendimentos imobiliários,6810201 - Compra e venda de imóveis próprios,,,,,,,,A****** F******* G***** (Administrador); A****** DE L*** M****** (Administrador); G******* I************ E C********** L*** (Sócio); G******* S******* F********** I*********** L*** (Sócio); N****** M**** F******** P**** (Administrador)
05.047.750/xxxx-xx,Sem Vendedor,4880,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,55,-1,N/D,65,DEMAIS,20,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,1,razao_social,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.219Z,NÃO,,"Segmento: Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar · Local: SAO PAULO/SP · Capital: R$ 20.000 · Sem telefone na RF · Sem e-mail na RF",COMERCIAL ************************************************************************************************,,Sociedade Empresária Limitada,DEMAIS,"R$ 20.000,00",2002-05-09,BAIXADA,2021-07-19,66,,,05161***,TURISTICA **********,***,,PIRITUBA *****,SAO PAULO,SP,,,,,4649408,"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar",,,,,,,,,L**** A**** F****** (Sócio-Administrador)
59.666.602/xxxx-xx,Sem Vendedor,4881,ATIVA,🟢 OPORTUNIDADE QUENTE,ALTA,80,20,-1,N/D,85,ME,100,SEM_DATA_ULTIMA_COMPRA,NÃO,2,razao_social; municipio,"Ligação direta nas próximas 48h. Ângulo: reposição de papelaria (cadernos, lápis, canetas). Sem histórico de compra registrado. [Higienizar cadastro antes do contato]",,2026-06-18T23:47:36.219Z,SIM,,Segmento: Comércio varejista de artigos de papelaria · Local: SUMARE/SP · Sem telefone na RF · Sem e-mail na RF,ANTONIO ******************,PAPELARIA ******,Empresário (Individual),MICRO EMPRESA,"R$ 0,00",1988-11-24,ATIVA,2005-11-03,0,,,13179***,,***,,MATAO *****,SUMARE,SP,,,,,4761003,Comércio varejista de artigos de papelaria,,SIM,2014-01-01,,NÃO,,,,
09.227.900/xxxx-xx,Sem Vendedor,4882,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,75,-1,N/D,85,ME,90,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,1,razao_social,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.219Z,NÃO,,Segmento: Comércio atacadista de artigos de escritório e de papelaria · Local: SAO PAULO/SP · Capital: R$ 200.000 · Tel RF: (11) ****-1610 · Sem e-mail na RF,SAINT *********************************,,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 200.000,00",2007-10-25,BAIXADA,2016-05-03,1,,,01151***,BRIGADEIRO ******,***,,BARRA *****,SAO PAULO,SP,(11) ****-1610,,,,4647801,Comércio atacadista de artigos de escritório e de papelaria,"4649408 - Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar; 4651601 - Comércio atacadista de equipamentos de informática; 4651602 - Comércio atacadista de suprimentos para informática; 4673700 - Comércio atacadista de material elétrico; 4652400 - Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação",,,,,,,,R****** H***** (Sócio-Administrador); S***** B*** H***** (Sócio)
03.629.275/xxxx-xx,Sem Vendedor,4883,ATIVA,🔵 POTENCIAL ALTO,MEDIA,65,75,-1,N/D,95,EPP,65,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,1,razao_social,SDR: WhatsApp + catálogo digital. Destaque: kit material escolar e suprimentos para secretaria. Sem histórico de compra registrado.,,2026-06-18T23:47:36.219Z,SIM,,Segmento: Educação infantil - pré-escola · Local: PAULINIA/SP · Capital: R$ 70.000 · Tel RF: (19) ****-7748 · Sem e-mail na RF,TOLEDO ******************************,COLEGIO ***********,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,"R$ 70.000,00",1999-07-15,ATIVA,2005-11-03,0,,,13148***,CONSTANTE *****,***,,BETEL *****,PAULINIA,SP,(19) ****-7748,,,,8512100,Educação infantil - pré-escola,8513900 - Ensino fundamental; 8520100 - Ensino médio; 8541400 - Educação profissional de nível técnico,NÃO,2012-01-01,2016-12-31,NÃO,,,,A**** S****** DE T***** P*** (Sócio); M***** S****** DE T***** P*** (Sócio-Administrador)
45.830.072/xxxx-xx,Sem Vendedor,4884,ATIVA,🟡 POTENCIAL MODERADO,MEDIA,42,85,-1,N/D,65,DEMAIS,40,DATA_ULTIMA_COMPRA_ILEGIVEL,SIM,0,,"Cadência de e-mail 30/60/90 dias. Tema: portfólio completo (papelaria, escritório, educacional).",,2026-06-18T23:47:36.219Z,SIM,,"Segmento: Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados · Local: CAMPINAS/SP · Capital: R$ 550.000 · Tel RF: (19) ****-2852 · Sem e-mail na RF",SUPERMERCADO **********,SUPERMERCADO *****,Sociedade Empresária Limitada,DEMAIS,"R$ 550.000,00",1975-02-24,ATIVA,2005-11-03,0,,,13084***,SANTA ******,***,,VILA ************,CAMPINAS,SP,(19) ****-2852,,(19) ****-8740,,4711302,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados",,,,,,,,,A** C******* J**** (Sócio); D****** J**** J***** (Sócio); G****** A******** & F***** P************ S********** L*** (Sócio); G******* A********* (Administrador); G******** A****** A******** (Administrador); J**** Z**** A************* DE B*** L*** (Sócio); L******* A******** (Administrador); L******* A******** & F***** P************ S********** L*** (Sócio); L**** DO A***** A******** (Sócio); M**** A******** DO A***** A******** (Sócio-Administrador); S**** P*** P************ S********** L*** (Sócio); T****** A******** (Sócio)
02.012.079/xxxx-xx,Sem Vendedor,4885,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,30,-1,N/D,85,ME,20,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,1,razao_social,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.219Z,NÃO,,Segmento: Comércio varejista especializado de equipamentos e suprimentos de informática · Local: CAMPINAS/SP · Sem telefone na RF · Sem e-mail na RF,ROBINSON ******************,CENTER ***********,Empresário (Individual),MICRO EMPRESA,"R$ 0,00",1997-07-25,BAIXADA,2008-05-29,54,,,13061***,,***,,JD ******,CAMPINAS,SP,,,,,4751201,Comércio varejista especializado de equipamentos e suprimentos de informática,,NÃO,2007-07-01,2007-12-31,NÃO,,,,
00.783.587/xxxx-xx,Sem Vendedor,4886,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,9,65,-1,N/D,85,ME,20,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,2,razao_social; municipio,"Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de portfólio completo (papelaria, escritório, educacional) após regularização. Não faturar até normalização.",SUSPENDER FATURAMENTO até regularização,2026-06-18T23:47:36.219Z,NÃO,,Segmento: Locação de mão-de-obra temporária · Local: TABOAO DA SERRA/SP · Capital: R$ 500 · Tel RF: (11) ****-5257 · Sem e-mail na RF,SUPORTE *******************************,,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 500,00",1995-08-08,INAPTA,2017-07-18,64,,,06774***,SILVIA *****,***,,JARDIM ******,TABOAO DA SERRA,SP,(11) ****-5257,,(11) ****-0922,,7820500,Locação de mão-de-obra temporária,,,,,,,,,M****** R****** L**** (Sócio-Administrador); R******* B****** A**** (Sócio-Administrador)
08.288.959/xxxx-xx,Sem Vendedor,4887,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,85,-1,N/D,65,DEMAIS,40,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.219Z,NÃO,,"Segmento: Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados · Local: GUARULHOS/SP · Capital: R$ 100.000 · Tel RF: (11) ****-9700 · Sem e-mail na RF",MERCADINHO ************************,,Sociedade Empresária Limitada,DEMAIS,"R$ 100.000,00",2006-08-30,BAIXADA,2013-07-01,2,,,07191***,OTAVIO *****************,***,,VL. *******,GUARULHOS,SP,(11) ****-9700,(11) ****-9708,(11) ****-9717,,4711302,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados",4721102 - Padaria e confeitaria com predominância de revenda,,,,,,,,A****** O******* L**** DA S**** (Administrador); B***** P************ S*** (Sócio); B**** P************ S*** (Sócio); N***** L**** DA S**** (Administrador)
07.187.940/xxxx-xx,Sem Vendedor,4888,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,85,-1,N/D,65,DEMAIS,40,SEM_DATA_ULTIMA_COMPRA,NÃO,0,,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.219Z,NÃO,,"Segmento: Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados · Local: OSASCO/SP · Capital: R$ 100.000 · Tel RF: (11) ****-1800 · Sem e-mail na RF",MERCADINHO *******************,BARBOSA *************,Sociedade Empresária Limitada,DEMAIS,"R$ 100.000,00",2005-01-17,BAIXADA,2013-07-01,2,,,06132***,JOAO **********,***,,JARDIM *************,OSASCO,SP,(11) ****-1800,(11) ****-1800,(11) ****-1800,,4711302,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados",,,,,,,,,A****** O******* L**** DA S**** (Administrador); B***** P************ S*** (Sócio); B**** P************ S*** (Sócio); N***** L**** DA S**** (Administrador)
53.464.954/xxxx-xx,Sem Vendedor,4889,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,55,-1,N/D,95,EPP,50,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,1,razao_social,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.219Z,NÃO,,"Segmento: Lojas de variedades, exceto lojas de departamentos ou magazines · Local: CAMPINAS/SP · Capital: R$ 10.000 · Sem telefone na RF · Sem e-mail na RF",MACY.S **************************************************,,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,"R$ 10.000,00",1984-05-07,BAIXADA,2015-11-16,1,,,13013***,ALVARES *******,***,,CENTRO *****,CAMPINAS,SP,,,,,4713002,"Lojas de variedades, exceto lojas de departamentos ou magazines",,NÃO,2007-07-01,2015-11-16,NÃO,,,,N* H***** C**** (Sócio-Administrador); N* R****** (Sócio)
